2.3496094,-0.12445068,9.6796875,1
2.3710938,-0.10772705,9.6640625,1
2.3867188,-0.12927246,9.6796875,1
2.375,-0.105285645,9.6328125,1
2.3613281,-0.09576416,9.640625,1
2.3378906,-0.07659912,9.625,1
2.3261719,-0.02394104,9.59375,1
2.2949219,-0.01914978,9.6171875,1
2.2773438,-0.10772705,9.65625,1
2.2773438,-0.1459961,9.6875,1
2.2558594,-0.14123535,9.6796875,1
2.2558594,-0.11248779,9.6796875,1
2.2558594,-0.17236328,9.6484375,1
2.2226562,-0.22021484,9.6015625,1
2.2265625,-0.14123535,9.578125,1
2.234375,-0.0670166,9.6171875,1
2.2070312,-0.05984497,9.6328125,1
2.2226562,-0.11968994,9.640625,1
2.203125,-0.18908691,9.65625,1
2.1699219,-0.22021484,9.6640625,1
2.2011719,-0.18664551,9.65625,1
2.2109375,-0.13879395,9.671875,1
2.21875,-0.1459961,9.6484375,1
2.2128906,-0.2130127,9.6015625,1
2.2558594,-0.19152832,9.625,1
2.2285156,-0.16271973,9.671875,1
2.2207031,-0.14355469,9.671875,1
2.2089844,-0.17236328,9.6875,1
2.2265625,-0.23693848,9.703125,1
2.2011719,-0.24169922,9.703125,1
2.1992188,-0.1986084,9.734375,1
2.1582031,-0.18188477,9.7421875,1
2.1582031,-0.19384766,9.7578125,1
2.1796875,-0.22021484,9.78125,1
2.1757812,-0.2607422,9.796875,1
2.1523438,-0.23693848,9.8515625,1
2.1289062,-0.17236328,9.9140625,1
2.1171875,-0.15075684,9.9140625,1
2.1035156,-0.10772705,9.90625,1
2.0742188,-0.083740234,9.90625,1
2.1074219,-0.06463623,9.8828125,1
2.1523438,-0.10290527,9.8671875,1
2.1582031,-0.12927246,9.8515625,1
2.1425781,-0.1340332,9.8671875,1
2.1738281,-0.114868164,9.8671875,1
2.1523438,-0.08856201,9.859375,1
2.1230469,-0.1315918,9.8203125,1
2.125,-0.17712402,9.78125,1
2.1523438,-0.13635254,9.7734375,1
2.1601562,-0.05984497,9.7734375,1
2.1523438,-0.04067993,9.75,1
2.1425781,-0.01675415,9.7265625,1
2.1152344,-0.057434082,9.7265625,1
2.1171875,-0.1340332,9.6328125,1
2.1113281,-0.12207031,9.6484375,1
2.0605469,-0.14355469,9.734375,1
2.0820312,-0.14355469,9.7265625,1
2.0507812,-0.15075684,9.7109375,1
1.9960938,-0.105285645,9.625,1
1.9267578,-0.08618164,9.609375,1
1.9003906,-0.12683105,9.6015625,1
1.8691406,-0.06222534,9.5546875,1
1.8378906,-0.014358521,9.5078125,1
1.8330078,-0.09094238,9.546875,1
1.8378906,-0.2631836,9.4765625,1
1.8427734,-0.36376953,9.40625,1
1.7324219,-0.2536621,9.46875,1
1.6201172,-0.17468262,9.484375,1
1.5556641,-0.1986084,9.484375,1
1.5458984,-0.2631836,9.484375,1
1.6347656,-0.31103516,9.4609375,1
1.78125,-0.35668945,9.4921875,1
1.7666016,-0.47631836,9.53125,1
1.6728516,-0.7373047,9.515625,1
1.6230469,-1.125,9.3828125,1
1.6494141,-1.4501953,9.2890625,1
1.6777344,-1.6015625,9.234375,1
1.7041016,-1.6279297,9.25,1
1.8027344,-1.5488281,9.328125,1
1.9462891,-1.4746094,9.421875,1
2.0175781,-1.2685547,9.5546875,1
1.9941406,-1.0644531,9.625,1
1.9775391,-1,9.53125,1
2.03125,-1.0771484,9.421875,1
2.0429688,-1.1298828,9.3515625,1
1.9726562,-1.1035156,9.375,1
1.9101562,-1.125,9.4296875,1
1.9296875,-1.1777344,9.4609375,1
