-0.36621094,1.9296875,9.1640625,0
-0.16748047,1.9941406,9.1796875,0
-0.17944336,2.1914062,9.25,0
-0.36376953,2.3144531,9.3359375,0
-0.57177734,2.3144531,9.4375,0
-0.6484375,2.1679688,9.5859375,0
-0.60546875,1.9511719,9.6953125,0
-0.51708984,1.8457031,9.71875,0
-0.36865234,1.8769531,9.6796875,0
-0.30395508,1.9384766,9.6875,0
-0.35180664,1.9814453,9.6640625,0
-0.4165039,1.9892578,9.6640625,0
-0.40698242,1.9296875,9.703125,0
-0.39257812,1.8027344,9.7578125,0
-0.34692383,1.6728516,9.828125,0
-0.34472656,1.5673828,9.8828125,0
-0.31347656,1.5292969,9.875,0
-0.31347656,1.5341797,9.78125,0
-0.32080078,1.6396484,9.6875,0
-0.29907227,1.8310547,9.6171875,0
-0.2536621,2.0273438,9.59375,0
-0.22497559,2.1484375,9.5703125,0
-0.18664551,2.1679688,9.5078125,0
-0.19384766,2.0996094,9.5078125,0
-0.12927246,1.9433594,9.4921875,0
-0.10290527,1.8671875,9.46875,0
-0.11968994,1.9169922,9.484375,0
-0.09094238,2.0488281,9.5,0
0,2.1582031,9.6015625,0
0.083740234,2.2070312,9.6875,0
0.11968994,2.1445312,9.7265625,0
0.05026245,2.09375,9.6875,0
-0.07421875,2.0996094,9.640625,0
-0.19628906,2.1347656,9.671875,0
-0.31347656,2.1328125,9.671875,0
-0.34936523,2.1953125,9.671875,0
-0.35668945,2.1875,9.734375,0
-0.33496094,2.1542969,9.8046875,0
-0.3088379,2.1132812,9.796875,0
-0.36376953,2.0683594,9.734375,0
-0.42114258,2.0429688,9.65625,0
-0.4309082,2.1054688,9.6171875,0
-0.35180664,2.1386719,9.5625,0
-0.2154541,2.1523438,9.5390625,0
-0.09094238,2.1777344,9.515625,0
-0.052642822,2.0859375,9.609375,0
-0.057434082,1.9335938,9.640625,0
-0.052642822,1.8027344,9.6015625,0
-0.028717041,1.7763672,9.5859375,0
-0.05984497,1.78125,9.5625,0
-0.12207031,1.8740234,9.5234375,0
-0.25854492,1.9267578,9.515625,0
-0.3996582,1.8642578,9.6484375,0
-0.51220703,1.7714844,9.78125,0
-0.54785156,1.6396484,9.796875,0
-0.61035156,1.5146484,9.7109375,0
-0.66308594,1.5800781,9.640625,0
-0.7109375,1.8525391,9.578125,0
-0.72753906,2.1347656,9.609375,0
-0.71777344,2.265625,9.625,0
-0.7441406,2.2441406,9.5546875,0
-0.8256836,2.1425781,9.578125,0
-0.9692383,1.9101562,9.6484375,0
-1.1298828,1.6826172,9.6484375,0
-1.2324219,1.5820312,9.640625,0
-1.2519531,1.6132812,9.5859375,0
-1.3115234,1.7255859,9.4609375,0
-1.3183594,1.8242188,9.3203125,0
-1.2568359,1.8984375,9.171875,0
-1.1962891,1.9697266,9.109375,0
-1.1416016,2.015625,9.140625,0
